NM_VOTAVEL;NR_ZONA;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO;NM_MUNICIPIO;QT_VOTOS_TOTAL;LATITUDE;LONGITUDE
AMANDA BRANDAO ARMELAU;8;ESCOLA RUTH SANTANA;RUA TORRES SOBRINHO 57  ;RIO DE JANEIRO;13;-228.972.616;-432.730.369
AMANDA BRANDAO ARMELAU;8;GAP- DEL CASTILHO;RUA VLAMINCK 125;RIO DE JANEIRO;10;-228.837.842;-432.740.659
AMANDA BRANDAO ARMELAU;8;GINASIO ESTADUAL CENTRAL DO BRASIL;RUA RIO GRANDE DO SUL 49  ;RIO DE JANEIRO;10;-228.977.106;-432.757.158
AMANDA BRANDAO ARMELAU;8;IGREJA BATISTA DO ROCHA;RUA DR. GARNIER 610;RIO DE JANEIRO;13;-228.959.748;-432.493.894
AMANDA BRANDAO ARMELAU;8;IGREJA BATISTA NOVA JERUSALÉM;RUA DO ENGENHO NOVO, 229;RIO DE JANEIRO;22;-229.014.522;-432.633.058
AMANDA BRANDAO ARMELAU;8;IGREJA JESUS DIVINO MESTRE;RUA VELINDA MAURICIO DA FONSECA 66;RIO DE JANEIRO;8;-228.919.206;-432.667.973
AMANDA BRANDAO ARMELAU;8;IGREJA NOSSA SENHORA DA LUZ;RUA ANA NÉRI 1114;RIO DE JANEIRO;13;-229.003.843;-432.464.685
AMANDA BRANDAO ARMELAU;8;SENAI;RUA CONDE DE PORTO ALEGRE, 301;RIO DE JANEIRO;33;-228.985.953;-432.514.678
AMANDA BRANDAO ARMELAU;9;CENTRO DE ENSINO FARIA BRITO;AV. MIGUEL ANTÔNIO FERNANDES, 751;RIO DE JANEIRO;61;-230.099.143;-434.784.522
AMANDA BRANDAO ARMELAU;9;CIEP MARGARET MEE;RUA DESEMBARGADOR PAULO ALONSO, N 23;RIO DE JANEIRO;95;-230.200.691;-434.811.668
AMANDA BRANDAO ARMELAU;9;COLEGIO RECANTO;AV GENARO DE CARVALHO, 1379;RIO DE JANEIRO;51;-230.167.727;-434.587.384
AMANDA BRANDAO ARMELAU;9;COLÉGIO ESTADUAL VICENTE JANNUZZI;AV. DAS AMERICAS 6120 JUNTO AO COND. PORTAL;RIO DE JANEIRO;69;-2.299.987;-4.337.697
AMANDA BRANDAO ARMELAU;9;COLÉGIO MX;AV. LÚCIO COSTA, 17686;RIO DE JANEIRO;26;-230.291.247;-434.687.323
AMANDA BRANDAO ARMELAU;9;COLÉGIO NOSSA SENHORA DA RESSURREIÇÃO;AV GILKA MACHADO, 1529;RIO DE JANEIRO;77;-230.181.018;-434.793.878
AMANDA BRANDAO ARMELAU;9;COLÉGIO PALAS - UNIDADE RECREIO;AV. DOS EUCALIPTOS, 90;RIO DE JANEIRO;60;-230.099.638;-434.626.179
AMANDA BRANDAO ARMELAU;9;COLÉGIO SANTO AGOSTINHO;RUA RINO LEVI, 485;RIO DE JANEIRO;36;-230.022.231;-433.837.895
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL ALBERT EINSTEIN;RUA GUIMARAES ROSA 166 NOVO LEBLON;RIO DE JANEIRO;45;-230.033.254;-43.383.194
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL DESEMBARGADOR NEY PALMEIRO;R IGARAPÉ-AÇU, 340;RIO DE JANEIRO;51;-229.691.206;-43.412.876
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL EMBAIXADOR ÍTALO ZAPPA;ESTRADA DOS BANDEIRANTES, 11.227 - CONJUNTO CESAR MAIA;RIO DE JANEIRO;13;-229.897.688;-4.343.347.929.999.990
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL FINLANDIA;ESTR. DOS BANDEIRANTES S/N;RIO DE JANEIRO;38;-229.719.811;-434.101.554
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL FREDERICO TROTTA;AV. FAUSTO MOREIRA S/N BARRA SUL;RIO DE JANEIRO;44;-230.076.428;-43.428.094
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL FREI GASPAR;ESTRADA VEREADOR ALCEU DE CARVALHO, S/N;RIO DE JANEIRO;28;-230.011.934;-434.932.777
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL HEMETERIO DOS SANTOS;ESTRADA DOS BANDEIRANTES 8293;RIO DE JANEIRO;51;-229.723.503;-434.131.959
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL MARGARIDA GLÓRIA DE FARIA;AV. PROF. FAUSTO MOREIRA 250 - BARRA SUL;RIO DE JANEIRO;33;-230.080.086;-434.278.159
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL OLEGÁRIO DOMINGUES;ESTRADA DOS BANDEIRANTES 14809;RIO DE JANEIRO;18;-229.835.291;-434.624.374
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL PEROLA BYINGTON;RUA LUCIANO GALLET S/N;RIO DE JANEIRO;64;-229.756.188;-434.902.266
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL PROFESSOR CARLOS DELGADO DE CARVALHO;RUA SEN. RUI CARNEIRO, 05;RIO DE JANEIRO;35;-23.019.783;-434.803.158
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL PROFESSOR TEÓFILO MOREIRA DA COSTA;RUA ESPERANCA 387;RIO DE JANEIRO;38;-229.815.909;-43.491.699
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL PROFESSORA ZULEIKA NUNES DE ALENCAR;R. DES. ELMANO CRUZ 400 - ALFA BARRA 2;RIO DE JANEIRO;19;-230.092.839;-433.698.354
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL RUTH CARDOSO;RUA HISTORIADOR WERNECK DA SILVA;RIO DE JANEIRO;28;-23.013.487;-434.707.578
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL SÃO SEBASTIÃO;R. MANUEL BASTOS DE OLIVEIRA S/N;RIO DE JANEIRO;44;-229.816.628;-434.611.704
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL TRISTÃO DE ATHAYDE;RUA BRAULIO EUGENIO MULLER 405 COND. MANDALA;RIO DE JANEIRO;49;-230.027.535;-433.759.595
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL VICE ALMIRANTE PAULO DE CASTRO MOREIRA DA SILVA;AV. ADOLPHO DE VASCONCELOS 264 COND. PONTOES;RIO DE JANEIRO;35;-230.085.233;-434.300.638
AMANDA BRANDAO ARMELAU;9;ESCOLA MUNICIPAL VICE ALMIRANTE ÁLVARO ALBERTO MOTTA E SILVA;AV. ADOLPHO DE VASCONCELOS 234 - COND. PONTOES;RIO DE JANEIRO;41;-230.083.757;-434.299.186
AMANDA BRANDAO ARMELAU;9;PENSI UNIDADE I RECREIO;AVENIDA DAS AMÉRICAS, 15.403;RIO DE JANEIRO;82;-230.198.722;-4.348.949.289.999.990
AMANDA BRANDAO ARMELAU;9;SANTA MÔNICA CENTRO EDUCACIONAL;RUA ALMIRANTE ARY RONGEL, 555;RIO DE JANEIRO;63;-230.182.666;-4.347.306.589.999.990
AMANDA BRANDAO ARMELAU;9;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA/UNIDADE VARGEM PEQUENA;ESTRADA BOCA DO MATO, 850;RIO DE JANEIRO;50;-22.979.545;-434.567.989
AMANDA BRANDAO ARMELAU;9;UNIVERSIDADE ESTÁCIO DE SÁ - UNIDADE RECREIO/BARRA WORLD;AV. ALFREDO BALTAZAR DA SILVEIRA, 580 - COBERTURA;RIO DE JANEIRO;43;-230.105.461;-434.426.139
AMANDA BRANDAO ARMELAU;10;1ª IGREJA BATISTA DA PIEDADE;RUA ASSIS CARNEIRO, 520;RIO DE JANEIRO;27;-22.894.392;-433.123.839
AMANDA BRANDAO ARMELAU;10;CEFA;RUA HENRIQUE BRAGA, 478;RIO DE JANEIRO;17;-22.876.672;-433.511.219
AMANDA BRANDAO ARMELAU;10;CLUBE DOS SUBOFICIAIS E SARGENTOS DA AERONÁUTICA;AVENIDA ERNANI CARDOSO, 183;RIO DE JANEIRO;22;-228.825.189;-433.344.043
AMANDA BRANDAO ARMELAU;10;CLUBE DOS SUBTENENTES E SARGENTOS DO CORPO DE BOMBEIROS;TRAVESSA CARLOS XAVIER, 96;RIO DE JANEIRO;7;-228.764.196;-433.443.431
AMANDA BRANDAO ARMELAU;10;COLEGIO NACIONAL;RUA CLARIMUNDO DE MELLO 1195;RIO DE JANEIRO;25;-228.881.799;-433.293.706
AMANDA BRANDAO ARMELAU;10;COLÉGIO SOUZA MARQUES;AVENIDA ERNANI CARDOSO, 335;RIO DE JANEIRO;15;-228.827.289;-433.385.398
AMANDA BRANDAO ARMELAU;10;COLÉGIO SÃO JUDAS TADEU;RUA CLARIMUNDO DE MELO, 79;RIO DE JANEIRO;36;-22.896.255;-4.330.425.109.999.990
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL BRIGADEIRO FARIA LIMA;RUA VIOLETA S/N;RIO DE JANEIRO;26;-229.068.467;-431.728.965
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL CARDEAL ARCOVERDE;RUA AGOSTINHO BARBALHO, S/N;RIO DE JANEIRO;19;-228.762.686;-433.434.368
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL FÉLIX PACHECO;RUA ASSIS CARNEIRO, 649;RIO DE JANEIRO;16;-228.959.052;-433.125.446
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL HAITI;RUA DUARTE TEIXEIRA, 45;RIO DE JANEIRO;14;-228.892.463;-433.211.911
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL JOSÉ EMYGDIO DE OLIVEIRA;RUA MARIA JOSE, SN;RIO DE JANEIRO;28;-228.789.235;-433.524.122
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL MARIA DAS DORES NEGRÃO;RUA RIACHO DOCE, S/N;RIO DE JANEIRO;3;-228.705.132;-433.554.566
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL MOZART LAGO;RUA JOSÉ CARVALHO SALGADO, S/N;RIO DE JANEIRO;13;-228.722.038;-43.350.384
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL OSWALDO TEIXEIRA;RUA MILÃO, 95;RIO DE JANEIRO;17;-228.948.485;-43.321.824
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL PADRE DEHON;RUA MARIA JOSÉ,  S/N;RIO DE JANEIRO;15;-228.791.299;-433.518.919
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL PARANÁ;AV. ERNANI CARDOSO, 316;RIO DE JANEIRO;21;-228.824.219;-43.338.088
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL REPÚBLICA DE EL SALVADOR;RUA ALMEIDA NOGUEIRA, 85;RIO DE JANEIRO;26;-22.897.131;-43.313.742
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL RUGENDAS;RUA PADRE MANSO, S/N;RIO DE JANEIRO;10;-22.881.833;-433.382.411
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL SÉRVULO DE LIMA;RUA ELIAS DA SILVA,  27;RIO DE JANEIRO;13;-228.896.694;-433.106.737
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL TOBIAS BARRETO;RUA POMPÍLIO DE ALBUQUERQUE, 62;RIO DE JANEIRO;26;-22.897.331;-433.029.361
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL VIRGILIO DE MELO FRANCO;RUA ENGENHEIRO CLOVIS DAUDT 310;RIO DE JANEIRO;38;-229.013.048;-433.116.956
AMANDA BRANDAO ARMELAU;10;ESCOLA MUNICIPAL WALDEMAR FALCÃO;PRACA JAGUARÉ,  53;RIO DE JANEIRO;23;-228.757.813;-433.550.362
AMANDA BRANDAO ARMELAU;10;FAETEC - CEI QUINTINO;RUA CLARIMUNDO DE MELO, 847;RIO DE JANEIRO;42;-228.925.916;-43.324.568
AMANDA BRANDAO ARMELAU;10;IGREJA EVANGÉLICA CONGREGACIONAL DO ENCANTADO;RUA MANOEL VITORINO, 77;RIO DE JANEIRO;13;-228.957.601;-433.037.138
AMANDA BRANDAO ARMELAU;10;SANTA MONICA CENTRO EDUCACIONAL;RUA JOÃO VICENTE, 173;RIO DE JANEIRO;18;-228.753.607;-433.407.939
AMANDA BRANDAO ARMELAU;10;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL (SENAC);RUA EWBANCK DA CAMARA, 91;RIO DE JANEIRO;16;-228.771.409;-4.334.197.930.000.000
AMANDA BRANDAO ARMELAU;10;SISTEMA ELITE DE ENSINO;RUA DOMINGOS LOPES, 614;RIO DE JANEIRO;14;-228.776.419;-433.404.499
AMANDA BRANDAO ARMELAU;14;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;AV. SUBURBANA 8484;RIO DE JANEIRO;24;-228.854.602;-433.088.464
AMANDA BRANDAO ARMELAU;14;BANCO ITAÚ (AGÊNCIA DOM HELDER CÂMARA);AV. DOM HELDER CAMARA, 6586;RIO DE JANEIRO;37;-228.858.421;-432.839.599
AMANDA BRANDAO ARMELAU;14;CCIP - CENTRO DE COMÉRCIO E INDÚSTRIA DE PILARES;RUA CASIMIRO DE ABREU, 176;RIO DE JANEIRO;28;-228.804.529;-432.964.269
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL ALAGOAS;AV. DOM HELDER CAMARA 6742;RIO DE JANEIRO;16;-228.813.255;-432.941.412
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL ANTONIO PEREIRA;RUA MOACIR DE ALMEIDA 771;RIO DE JANEIRO;36;-228.711.135;-433.102.549
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL BOLIVAR;RUA JOSE DOS REIS 466;RIO DE JANEIRO;32;-228.911.578;-432.942.614
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL CINCO DE JULHO;RUA CAETANO DA SILVA 730;RIO DE JANEIRO;4;-228.769.962;-433.233.876
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL ENGENHEIRO ROBERTO MAGNO DE CARVALHO;PRAÇA JOSÉ BENEVIDES S/N;RIO DE JANEIRO;14;-228.849.019;-43.293.125
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL FRANCA;RUA PADRE NOBREGA 725;RIO DE JANEIRO;37;-228.798.388;-43.314.271
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL GOIAS;RUA GOIAS 248  ;RIO DE JANEIRO;29;-228.947.775;-433.016.098
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL HELIO SMIDT;RUA JOSE DOS REIS 879;RIO DE JANEIRO;16;-228.885.272;-4.329.384.170.000.000
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL HONORIO GURGEL;RUA JOSÉ DOS REIS 707;RIO DE JANEIRO;11;-228.882.409;-432.936.063
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL JAIME COSTA;RUA MÚCIO TEIXEIRA 25;RIO DE JANEIRO;19;-228.746.602;-433.146.168
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL JOAO KOPKE;RUA SOUSA CERQUEIRA 63;RIO DE JANEIRO;37;-228.838.684;-433.079.523
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL MARANHAO;AV. JOÃO RIBEIRO 389;RIO DE JANEIRO;28;-228.734.012;-43.297.832
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL PREFEITO FILADELFO AZEVEDO;RUA GRAÇA MELO 640;RIO DE JANEIRO;7;-228.733.084;-433.112.094
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL PROFESSOR SOUZA DA SILVEIRA;RUA AMÁLIA S/N;RIO DE JANEIRO;33;-22.880.443;-433.151.205
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL QUINTINO BOCAIÚVA;RUA VITAL 152;RIO DE JANEIRO;33;-228.872.689;-433.189.106
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL SUECIA;RUA MATEUS DE ANDRADE 42;RIO DE JANEIRO;25;-228.750.852;-432.992.517
AMANDA BRANDAO ARMELAU;14;ESCOLA MUNICIPAL TAGORE;PRACA FREDERICO DUVAL S/N;RIO DE JANEIRO;75;-228.876.458;-433.024.853
AMANDA BRANDAO ARMELAU;14;GRÊMIO ESPORTIVO VITAL;RUA VITAL 80;RIO DE JANEIRO;12;-228.879.928;-433.189.315
AMANDA BRANDAO ARMELAU;14;IGREJA DE SAO BENEDITO DOS PILARES;AV. DOM HELDER CAMARA 6653;RIO DE JANEIRO;16;-228.820.057;-43.293.602
AMANDA BRANDAO ARMELAU;14;IGREJA DO DIVINO SALVADOR;RUA DIVINO SALVADOR 153;RIO DE JANEIRO;29;-228.879.761;-433.107.427
AMANDA BRANDAO ARMELAU;14;IGREJA METODISTA;RUA GLAZIOU 71;RIO DE JANEIRO;11;-228.815.202;-432.956.381
AMANDA BRANDAO ARMELAU;14;IRMANDADE DE SAO BENEDITO DOS PILARES;RUA DJALMA DUTRA S/N;RIO DE JANEIRO;8;-2.288.366;-432.951.096
AMANDA BRANDAO ARMELAU;14;PARÓQUIA NOSSA SENHORA DO AMPARO E SANTA MARIA GORETTI;AV. DOM HÉLDER CÂMARA, 9887;RIO DE JANEIRO;19;-228.831.781;-433.227.132
AMANDA BRANDAO ARMELAU;14;SANTA MÔNICA CENTRO EDUCACIONAL;RUA CERQUEIRA DALTRO 244;RIO DE JANEIRO;37;-228.807.135;-433.230.294
AMANDA BRANDAO ARMELAU;16;ACM - ASSOCIAÇÃO CRISTÃ DE MOÇOS DO RIO DE JANEIRO;RUA DA LAPA N 73;RIO DE JANEIRO;21;-229.155.575;-431.778.925
AMANDA BRANDAO ARMELAU;16;CIEP PRESIDENTE TANCREDO NEVES;RUA DO CATETE 77;RIO DE JANEIRO;48;-229.230.688;-431.767.973
AMANDA BRANDAO ARMELAU;16;COLÉGIO ANGELORUM;RUA CÂNDIDO MENDES, 109;RIO DE JANEIRO;29;-229.196.442;-43.178.183
AMANDA BRANDAO ARMELAU;16;COLÉGIO ESTADUAL AMARO CAVALCANTI;LARGO DO MACHADO 20;RIO DE JANEIRO;50;-22.930.298;-431.786.694
AMANDA BRANDAO ARMELAU;16;COLÉGIO ESTADUAL MONTEIRO DE CARVALHO;RUA ALMIRANTE ALEXANDRINO 2495;RIO DE JANEIRO;36;-229.318.419;-431.960.607
AMANDA BRANDAO ARMELAU;16;COLÉGIO FORÇA MÁXIMA;RUA SÃO SALVADOR 49;RIO DE JANEIRO;9;-229.340.316;-431.791.807
AMANDA BRANDAO ARMELAU;16;COLÉGIO PINHEIRO GUIMARÃES;RUA SILVEIRA MARTINS 151;RIO DE JANEIRO;25;-229.261.901;-431.782.516
AMANDA BRANDAO ARMELAU;16;COLÉGIO SANTO ANTÔNIO MARIA ZACCARIA;RUA DO CATETE 113;RIO DE JANEIRO;43;-229.244.431;-431.765.165
AMANDA BRANDAO ARMELAU;16;COLÉGIO SÃO VICENTE DE PAULO;RUA COSME VELHO 241;RIO DE JANEIRO;29;-229.399.776;-431.961.377
AMANDA BRANDAO ARMELAU;16;ESCOLA EDEM;RUA GAGO COUTINHO 14;RIO DE JANEIRO;15;-229.305.033;-43.180.274
AMANDA BRANDAO ARMELAU;16;ESCOLA MUNICIPAL ALBERT SCHWEITZER;RUA GENERAL GLICÉRIO 186;RIO DE JANEIRO;10;-229.401.797;-431.918.885
AMANDA BRANDAO ARMELAU;16;ESCOLA MUNICIPAL GUATEMALA;PRACA AGUIRRE CERDA S/N;RIO DE JANEIRO;39;-229.180.212;-431.883.215
AMANDA BRANDAO ARMELAU;16;ESCOLA MUNICIPAL SANTA CATARINA;RUA EDUARDO SANTOS 38;RIO DE JANEIRO;33;-229.155.656;-431.915.517
AMANDA BRANDAO ARMELAU;16;ESCOLA MUNICIPAL SENADOR CORREA;RUA ESTEVES JUNIOR N 72;RIO DE JANEIRO;15;-229.337.485;-431.809.477
AMANDA BRANDAO ARMELAU;16;FLUMINENSE FOOTBALL CLUB;RUA ÁLVARO CHAVES 41;RIO DE JANEIRO;27;-229.363.317;-431.848.439
AMANDA BRANDAO ARMELAU;16;FUNDAÇÃO IBGE;RUA ANDRÉ CAVALCANTI 106;RIO DE JANEIRO;21;-229.168.118;-4.318.622.450.000.000
AMANDA BRANDAO ARMELAU;16;HEBRAICA;RUA DAS LARANJEIRAS 346;RIO DE JANEIRO;40;-229.358.167;-431.898.063
AMANDA BRANDAO ARMELAU;16;INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS - INES;RUA DAS LARANJEIRAS 232;RIO DE JANEIRO;19;-229.340.655;-43.187.568
AMANDA BRANDAO ARMELAU;16;LICEU FRANCO BRASILEIRO;RUA DAS LARANJEIRAS 15;RIO DE JANEIRO;23;-229.320.619;-431.795.745
AMANDA BRANDAO ARMELAU;16;PARÓQUIA CRISTO REDENTOR;RUA DAS LARANJEIRAS N 519;RIO DE JANEIRO;11;-229.392.109;-431.923.981
AMANDA BRANDAO ARMELAU;16;SEAERJ - SOC. DOS ENGENHEIROS E ARQUITETOS RJ;RUA DO RUSSEL 1;RIO DE JANEIRO;15;-229.204.996;-431.754.642
AMANDA BRANDAO ARMELAU;17;AABB;AV. BORGES DE MEDEIROS 829;RIO DE JANEIRO;10;-229.805.794;-432.168.426
AMANDA BRANDAO ARMELAU;17;BANCO BRADESCO COPACABANA;AV. NOSSA SENHORA DE COPACABANA 1380;RIO DE JANEIRO;12;-229.853.873;-4.319.038.159.999.990
AMANDA BRANDAO ARMELAU;17;BANCO BRADESCO IPANEMA;RUA VISCONDE DE PIRAJÁ 216;RIO DE JANEIRO;14;-229.840.979;-432.012.422
AMANDA BRANDAO ARMELAU;17;BANCO BRADESCO LEBLON;AV. ATAULFO DE PAIVA 1003;RIO DE JANEIRO;26;-229.851.257;-4.322.539.949.999.990
AMANDA BRANDAO ARMELAU;17;BANCO DO BRASIL COPACABANA;AV. NOSSA SENHORA DE COPACABANA 1274;RIO DE JANEIRO;11;-229.830.915;-431.910.039
AMANDA BRANDAO ARMELAU;17;BANCO DO BRASIL LEBLON;AV. BARTOLOMEU MITRE 438 - A;RIO DE JANEIRO;12;-229.829.164;-4.322.337.419.999.990
AMANDA BRANDAO ARMELAU;17;BANCO ITAU COPACABANA;AV. NOSSA SENHORA DE COPACABANA 1362;RIO DE JANEIRO;10;-22.985.025;-431.905.508
AMANDA BRANDAO ARMELAU;17;BANCO ITAU IPANEMA;RUA VISCONDE DE PIRAJÁ 300;RIO DE JANEIRO;7;-229.840.353;-432.037.495
AMANDA BRANDAO ARMELAU;17;CAIXA ECONÔMICA FEDERAL;RUA JOÃO LIRA 84 (ENTRADA PELA AV. ATAULFO DE PAIVA);RIO DE JANEIRO;16;-229.843.923;-43.222.009
AMANDA BRANDAO ARMELAU;17;CIEP NAÇÃO RUBRONEGRA;PRAÇA NOSSA SENHORA AUXILIADORA S/N;RIO DE JANEIRO;16;-229.785.966;-43.222.617
AMANDA BRANDAO ARMELAU;17;CLUBE CAIÇARAS;AV. EPITÁCIO PESSOA S/N;RIO DE JANEIRO;9;-229.796.329;-432.128.009
AMANDA BRANDAO ARMELAU;17;CLUBE DE REGATAS DO FLAMENGO;PRAÇA NOSSA SENHORA AUXILIADORA S/N;RIO DE JANEIRO;4;-229.780.322;-432.208.727
AMANDA BRANDAO ARMELAU;17;CLUBE MARIMBAS;PRAÇA CORONEL EUGENIO FRANCO 2;RIO DE JANEIRO;12;-22.986.242;-431.885.425
AMANDA BRANDAO ARMELAU;17;CLUBE MONTE LÍBANO;AV. BORGES DE MEDEIROS 701;RIO DE JANEIRO;8;-229.807.297;-432.148.669
AMANDA BRANDAO ARMELAU;17;COLEGIO PINHEIRO GUIMARAES;RUA NASCIMENTO SILVA 45  ;RIO DE JANEIRO;7;-229.824.595;-432.003.207
AMANDA BRANDAO ARMELAU;17;COLEGIO SÃO PAULO;RUA JOAQUIM NABUCO 267;RIO DE JANEIRO;21;-229.874.422;-43.194.824
AMANDA BRANDAO ARMELAU;17;COLÉGIO ANDRÉ MAUROIS;AV. VISCONDE DE ALBUQUERQUE 1325;RIO DE JANEIRO;7;-229.772.941;-432.258.861
AMANDA BRANDAO ARMELAU;17;COLÉGIO NOTRE DAME;RUA BARÃO DA TORRE 308;RIO DE JANEIRO;24;-229.830.011;-432.042.766
AMANDA BRANDAO ARMELAU;17;COLÉGIO SANTO AGOSTINHO;RUA JOSÉ LINHARES 88;RIO DE JANEIRO;41;-229.845.503;-43.221.175
AMANDA BRANDAO ARMELAU;17;COUNTRY CLUB;RUA PRUDENTE DE MORAIS 1597;RIO DE JANEIRO;12;-229.852.683;-432.124.275
AMANDA BRANDAO ARMELAU;17;ESCOLA CASTELNUOVO;RUA FRANCISCO OTAVIANO 105  ;RIO DE JANEIRO;15;-229.875.774;-431.919.188
AMANDA BRANDAO ARMELAU;17;ESCOLA ESTADUAL PROFESSOR ANTÔNIO MARIA TEIXEIRA FILHO;AV. BARTOLOMEU MITRE 701;RIO DE JANEIRO;7;-229.808.294;-432.242.516
AMANDA BRANDAO ARMELAU;17;ESCOLA HENRIQUE DODSWORTH;AV. EPITÁCIO PESSOA 474;RIO DE JANEIRO;4;-229.819.269;-4.321.352.599.999.990
AMANDA BRANDAO ARMELAU;17;ESCOLA JOCKEY CLUBE;AV. BARTOLOMEU MITRE 1110 ;RIO DE JANEIRO;9;-229.766.129;-432.242.818
AMANDA BRANDAO ARMELAU;17;ESCOLA MARILIA DE DIRCEU;RUA JANGADEIROS 39  ;RIO DE JANEIRO;12;-22.984.034;-4.319.699
AMANDA BRANDAO ARMELAU;17;ESCOLA MUNICIPAL SERGIO VIEIRA DE MELLO;PRAÇA NOSSA SENHORA AUXILIADORA S/N;RIO DE JANEIRO;20;-229.795.935;-432.226.244
AMANDA BRANDAO ARMELAU;17;ESCOLA PENEDO;RUA RAUL POMPEIA 183;RIO DE JANEIRO;27;-229.827.096;-431.922.287
AMANDA BRANDAO ARMELAU;17;ESCOLA PRESIDENTE JOSE LINHARES;RUA BARAO DA TORRE 90  ;RIO DE JANEIRO;13;-22.982.996;-4.319.906
AMANDA BRANDAO ARMELAU;17;FACULDADES INTEGRADAS CÂNDIDO MENDES;RUA JOANA ANGÉLICA 63;RIO DE JANEIRO;34;-229.848.275;-432.054.167
AMANDA BRANDAO ARMELAU;17;JOCKEY CLUBE BRASILEIRO;PRACA SANTOS DUMONT S/N;RIO DE JANEIRO;10;-229.735.236;-432.247.015
AMANDA BRANDAO ARMELAU;17;PAISSANDU ATLÉTICO CLUBE;AV. AFRANIO DE MELO FRANCO 330;RIO DE JANEIRO;25;-229.801.978;-432.176.943
AMANDA BRANDAO ARMELAU;17;PARÓQUIA DA RESSURREIÇÃO;RUA FRANCISCO OTAVIANO 99;RIO DE JANEIRO;10;-229.874.656;-431.917.117
AMANDA BRANDAO ARMELAU;17;PEQUENA CRUZADA;AV. EPITACIO PESSOA 4866;RIO DE JANEIRO;17;-229.646.673;-432.032.576
AMANDA BRANDAO ARMELAU;17;UNIVERSIDADE ESTACIO DE SA;RUA RAUL POMPEIA 231;RIO DE JANEIRO;28;-229.817.506;-431.925.441
AMANDA BRANDAO ARMELAU;21;COLEGIO PINHEIRO;RUA CONSELHEIRO PAULINO 299;RIO DE JANEIRO;17;-228.533.649;-432.677.248
